Path,SteerAngle,Throttle,Brake,Speed,X_Position,Y_Position,Pitch,Yaw,Roll
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_492.jpg,15,1,0,0.4653634,99.76176,85.72708,1.035914,54.43223,0.02364787
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_559.jpg,15,1,0,0.526772,99.78228,85.76417,1.050025,55.02053,0.05604816
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_625.jpg,15,1,0,0.5670004,99.79923,85.79522,1.099001,55.64282,0.07054637
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_692.jpg,15,1,0,0.6121339,99.81744,85.82919,1.162322,56.29202,0.06304119
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_759.jpg,15,1,0,0.6708236,99.8428,85.87791,1.202734,57.32143,-0.00366008
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_825.jpg,15,1,0,0.7199954,99.86171,85.91755,1.198822,58.21149,359.9926
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_892.jpg,15,1,0,0.7807814,99.88161,85.95987,1.191003,59.19296,359.9926
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_36_959.jpg,15,1,0,0.8361591,99.90947,86.02134,1.205855,60.51432,359.9924
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_025.jpg,15,1,0,0.8818017,99.93091,86.07111,1.216049,61.55565,359.9923
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_092.jpg,15,1,0,0.9491217,99.95267,86.12411,1.222163,62.56936,359.9925
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_159.jpg,15,1,0,1.002153,99.98161,86.19896,1.208617,63.95634,359.9934
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_225.jpg,15,1,0,1.039149,100.0032,86.25856,1.205196,65.06184,0.0006557098
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_292.jpg,15,1,0,1.10263,100.0247,86.32112,1.204314,66.19917,0.01054884
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_359.jpg,13.49763,1,0,1.152508,100.0534,86.40952,1.215925,67.67184,0.01587954
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_425.jpg,10.49816,1,0,1.197901,100.0759,86.47883,1.214771,68.59012,359.9937
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_492.jpg,7.489633,1,0,1.260134,100.099,86.55127,1.231703,69.41381,359.9936
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_559.jpg,4.489442,1,0,1.307495,100.1321,86.65154,1.246722,70.14262,-0.00445311
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_638.jpg,1.394881,1,0,1.355655,100.168,86.75584,1.240066,70.45175,-0.002205253
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_704.jpg,0,1,0,1.423531,100.1969,86.83723,1.246734,70.48354,-0.001234689
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_770.jpg,0,1,0,1.484017,100.227,86.92112,1.250082,70.47289,-0.0009439781
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_837.jpg,0,1,0,1.529576,100.2686,87.03701,1.253765,70.46012,-0.0009733482
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_904.jpg,0,1,0,1.577047,100.3009,87.12707,1.259898,70.44733,-0.0009736572
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_37_968.jpg,0,1,0,1.638769,100.3342,87.21967,1.263822,70.43742,-0.0009973434
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_029.jpg,0,1,0,1.669551,100.3685,87.3149,1.269055,70.42523,-0.001014665
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_071.jpg,0,1,0,1.700266,100.3919,87.37981,1.270965,70.418,-0.001024193
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_138.jpg,0,1,0,1.761481,100.4399,87.51306,1.275601,70.40433,-0.001052697
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_206.jpg,0,1,0,1.807091,100.477,87.61602,1.279435,70.39252,-0.001057662
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_271.jpg,0,1,0,1.867015,100.5151,87.72156,1.28454,70.38145,-0.001074878
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_339.jpg,0,1,0,1.912301,100.5673,87.86618,1.288839,70.36784,-0.001112362
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_404.jpg,0,1,0,1.958268,100.6076,87.97768,1.294558,70.35486,-0.001127082
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_471.jpg,0,1,0,2.018108,100.6488,88.09165,1.298476,70.34384,-0.00113046
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_537.jpg,0,1,0,2.062083,100.7052,88.2475,1.301522,70.33059,-0.001165755
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_604.jpg,0,1,0,2.107554,100.7486,88.36732,1.303802,70.3176,-0.001171347
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_670.jpg,0,1,0,2.166454,100.7929,88.48967,1.308841,70.30779,-0.001205029
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_737.jpg,-1.520737,1,0,2.210769,100.8538,88.65648,1.312135,70.21873,-0.0008906393
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_804.jpg,-4.523717,1,0,2.254574,100.9023,88.78368,1.308361,69.82925,0.0009950125
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_870.jpg,-7.511945,1,0,2.311214,100.9539,88.91245,1.308931,69.10997,0.001127435
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_38_938.jpg,-10.52686,1,0,2.351999,101.0297,89.085,1.290814,67.55888,359.9468
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_004.jpg,-13.51804,1,0,2.391551,101.0922,89.21371,1.21995,65.95506,359.8733
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_070.jpg,-10.51335,1,0,2.446245,101.1587,89.34236,1.102741,64.31975,359.8009
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_137.jpg,-7.541632,1,0,2.490809,101.2522,89.51604,0.955821,62.63146,359.7013
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_204.jpg,-4.531581,1,0,2.534035,101.325,89.64877,0.8721855,61.7757,359.6446
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_270.jpg,-1.531745,1,0,2.591597,101.3997,89.78419,0.8250545,61.27173,359.6115
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_337.jpg,0,1,0,2.633268,101.5007,89.96979,0.8302071,61.12872,359.623
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_404.jpg,0,1,0,2.674472,101.5782,90.11221,0.8769943,61.13408,359.6578
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_470.jpg,0,1,0,2.729677,101.6571,90.25726,0.9529111,61.15246,359.7128
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_537.jpg,1.512723,1,0,2.771097,101.7639,90.45491,1.089105,61.26339,359.8265
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_604.jpg,4.496627,1,0,2.81137,101.8432,90.60748,1.227297,61.70796,359.9651
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_670.jpg,7.499027,1,0,2.863667,101.9221,90.76259,1.349209,62.48698,0.04471281
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_737.jpg,4.501122,1,0,2.902098,102.0261,90.97045,1.3212,63.63192,0.0168002
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_804.jpg,1.48662,0.8985188,0,2.950288,102.1037,91.12984,1.289351,64.14204,-0.003406566
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_870.jpg,0,0.6993401,0,2.994965,102.1821,91.29132,1.277092,64.28933,-0.001738982
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_39_937.jpg,0,0.4997351,0,3.01797,102.2877,91.5084,1.256659,64.30908,-0.0007969225
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_004.jpg,0,0.2995629,0,3.032682,102.3671,91.67162,1.218265,64.29586,-0.0006937144
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_069.jpg,-2.990159,0.100219,0,3.037483,102.447,91.83405,1.146012,64.12551,-0.0003647944
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_137.jpg,-6.000305,0,0,3.029717,102.556,92.04723,0.9784904,63.35819,359.9787
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_204.jpg,-5.994534,0,0,3.018767,102.6401,92.20393,0.801318,62.48949,359.8975
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_269.jpg,-3.004375,0,0,3.006193,102.7248,92.35913,0.596469,61.79046,359.7993
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_337.jpg,0,0,0,2.996962,102.8367,92.56519,0.3017814,61.41263,359.6912
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_403.jpg,2.984076,0,0,2.987172,102.9188,92.71989,0.07907052,61.5713,359.6547
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_470.jpg,6.006367,0,0,2.972953,102.9983,92.8757,359.877,62.11356,359.6984
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_537.jpg,6.026301,0,0,2.960569,103.0993,93.0853,359.6363,63.30012,359.8952
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_604.jpg,3.016702,0,0,2.950216,103.174,93.24268,359.4864,63.97572,0.06513037
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_670.jpg,0.02721906,0,0,2.936078,103.2499,93.3998,359.3897,64.29163,0.1634792
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_737.jpg,0,0,0,2.925052,103.3512,93.60905,359.3121,64.37225,0.2379976
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_803.jpg,0,0,0,2.914886,103.4271,93.76582,359.2852,64.37095,0.2646413
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_870.jpg,0,0,0,2.900497,103.5025,93.92236,359.2693,64.36887,0.2871969
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_40_937.jpg,0,0,0,2.889987,103.6031,94.13065,359.2835,64.35703,0.2768624
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_004.jpg,0,0,0,2.879688,103.678,94.28645,359.3008,64.35458,0.2646798
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_070.jpg,0,0,0,2.866558,103.7527,94.44172,359.3171,64.35402,0.2490552
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_137.jpg,-2.984633,0,0,2.856605,103.8536,94.64697,359.3351,64.07718,0.1740731
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_203.jpg,-5.984416,0,0,2.845937,103.932,94.7986,359.3432,63.46252,0.03956688
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_269.jpg,-8.992224,0,0,2.829953,104.0135,94.948,359.3624,62.48326,359.8435
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_336.jpg,-11.97482,0,0,2.81446,104.1286,95.14262,359.4351,60.58257,359.4825
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_402.jpg,-14.97713,0,0,2.797589,104.2205,95.28473,359.5475,58.76713,359.158
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_470.jpg,-15,0,0,2.776106,104.3166,95.42599,359.8197,56.89386,358.9264
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_536.jpg,-15,0,0,2.754235,104.4488,95.60687,0.0778069,54.23716,358.7813
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_600.jpg,-15,0,0,2.746307,104.5485,95.73423,359.9695,52.17788,358.8699
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_669.jpg,-11.9531,0,0,2.727379,104.6542,95.85641,359.8891,50.37451,358.9184
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_737.jpg,-9.01626,0,0,2.716538,104.8004,96.01624,359.8933,48.45744,358.9817
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_803.jpg,-5.965752,0,0,2.706821,104.9122,96.13411,359.9272,47.39325,359.0273
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_870.jpg,-2.969885,0,0,2.695132,105.0245,96.25075,359.9507,46.67451,359.0772
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_41_936.jpg,0,0,0,2.686505,105.1729,96.40575,359.9462,46.31329,359.1818
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_003.jpg,0,0,0,2.677537,105.2834,96.52152,359.9221,46.27029,359.2793
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_069.jpg,0,0,0,2.665676,105.3935,96.63667,359.8857,46.26139,359.3821
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_137.jpg,0,0,0,2.656802,105.5395,96.78938,359.8223,46.25977,359.5247
/home/jmlb/Documents/Udacity-Robotics/RoboND-Rover-Project/my_dataset/IMG/robocam_2017_06_03_22_40_42_203.jpg,0,0,0,2.647836,105.6486,96.90334,359.7693,46.26002,359.6341
